participant_id,stage,model_index,model_type,vis_index,visualization,trial_index,scenario_id,scenario_vis_type,difficulty,true_route,ai_route,ai_was_correct,user_route,followed_ai,chose_true_optimal,trial_duration_sec,questionnaire_duration_sec,q_confidence,q_mental_workload,q_sa1_answer,q_sa1_correct_answer,q_sa1_is_correct,q_sa2_answer,q_sa2_correct_answer,q_sa2_is_correct,nasa_mental_demand,nasa_time_demand,nasa_performance,nasa_effort,nasa_frustration,model_trust1,model_trust2,model_trust3,model_trust4,model_trust5,model_trust6,model_trust7,model_trust8,model_trust9,model_trust10,model_trust11,model_trust12,model_preference,vis_rank_stacked_bars,vis_rank_radar,vis_rank_heatmap,vis_help_element_option,demo_age,demo_gender,demo_native_language,demo_education,demo_field,demo_navigation_use,demo_tech_skill,demo_viz_literacy
P001,practice,,,,,0,SCN_001_S,stacked_bars,easy,Route_A,Route_A,True,Route_A,True,True,36.79,35.16,10,-8,Route_A,Route_C,False,dont_know,Route_A,False,,,,,,,,,,,,,,,,,,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P001,practice,,,,,1,SCN_031_S,stacked_bars,easy,Route_A,Route_A,True,Route_B,False,False,41.64,21.18,7,-5,Route_B,Route_A | Route_B,True,Route_B,Route_B,True,,,,,,,,,,,,,,,,,,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P001,practice,,,,,2,SCN_002_R,radar,easy,Route_A,Route_A,True,Route_A,True,True,39.74,26.31,8,-3,dont_know,Route_C,False,dont_know,Route_B,False,,,,,,,,,,,,,,,,,,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P001,practice,,,,,3,SCN_032_R,radar,easy,Route_B,Route_B,True,Route_B,True,True,65.62,20.41,6,-3,Route_A,Route_A,True,dont_know,Route_C,False,,,,,,,,,,,,,,,,,,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P001,practice,,,,,4,SCN_003_H,heatmap,easy,Route_B,Route_B,True,Route_B,True,True,15.46,17.41,8,-8,dont_know,Route_B,False,dont_know,Route_A,False,,,,,,,,,,,,,,,,,,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P001,practice,,,,,5,SCN_033_H,heatmap,easy,Route_C,Route_C,True,Route_B,False,False,22.05,17.16,9,-8,Route_B,Route_B,True,dont_know,Route_A,False,,,,,,,,,,,,,,,,,,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P001,experiment,0,OPT,0,stacked_bars,0,SCN_028_S,stacked_bars,hard,Route_A,Route_A,True,Route_C,False,False,38.7,19.13,9,-8,Route_B,Route_B,True,dont_know,Route_A,False,9,1,9,4,5,3,2,5,5,4,3,5,4,3,3,2,2,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P001,experiment,0,OPT,0,stacked_bars,1,SCN_030_S,stacked_bars,easy,Route_C,Route_C,True,Route_A,False,False,35.66,20.99,7,-7,dont_know,Route_B | Route_C,False,dont_know,Route_B | Route_C,False,9,1,9,4,5,3,2,5,5,4,3,5,4,3,3,2,2,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P001,experiment,0,OPT,0,stacked_bars,2,SCN_026_S,stacked_bars,hard,Route_B,Route_B,True,Route_C,False,False,29.15,33.26,9,-8,Route_C,Route_B,False,dont_know,Route_C,False,9,1,9,4,5,3,2,5,5,4,3,5,4,3,3,2,2,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P001,experiment,0,OPT,0,stacked_bars,3,SCN_027_S,stacked_bars,easy,Route_C,Route_B,False,Route_B,True,False,29.57,13.22,9,-9,dont_know,Route_C,False,dont_know,Route_B,False,9,1,9,4,5,3,2,5,5,4,3,5,4,3,3,2,2,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P001,experiment,0,OPT,0,stacked_bars,4,SCN_024_S,stacked_bars,hard,Route_C,Route_C,True,Route_B,False,False,25.1,20.05,9,-9,Route_B,Route_B,True,dont_know,Route_A | Route_B,False,9,1,9,4,5,3,2,5,5,4,3,5,4,3,3,2,2,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P001,experiment,0,OPT,1,radar,0,SCN_014_R,radar,easy,Route_A,Route_B,False,Route_A,False,True,27.74,51.01,9,-6,dont_know,Route_B,False,dont_know,Route_A,False,-5,-5,5,-5,-3,3,2,5,5,4,3,5,4,3,3,2,2,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P001,experiment,0,OPT,1,radar,1,SCN_016_R,radar,hard,Route_B,Route_B,True,Route_B,True,True,26.04,17.58,4,2,dont_know,Route_B | Route_C,False,Route_C,Route_A,False,-5,-5,5,-5,-3,3,2,5,5,4,3,5,4,3,3,2,2,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P001,experiment,0,OPT,1,radar,2,SCN_017_R,radar,easy,Route_B,Route_B,True,Route_C,False,False,64.31,12.6,5,4,dont_know,Route_A,False,dont_know,Route_A | Route_B,False,-5,-5,5,-5,-3,3,2,5,5,4,3,5,4,3,3,2,2,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P001,experiment,0,OPT,1,radar,3,SCN_012_R,radar,hard,Route_B,Route_B,True,Route_B,True,True,26.34,16.95,8,1,Route_B,Route_A | Route_B,True,dont_know,Route_A,False,-5,-5,5,-5,-3,3,2,5,5,4,3,5,4,3,3,2,2,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P001,experiment,0,OPT,1,radar,4,SCN_025_R,radar,easy,Route_A,Route_A,True,Route_C,False,False,39.25,14.04,-2,4,dont_know,Route_C,False,dont_know,Route_C,False,-5,-5,5,-5,-3,3,2,5,5,4,3,5,4,3,3,2,2,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P001,experiment,0,OPT,2,heatmap,0,SCN_007_H,heatmap,easy,Route_B,Route_B,True,Route_B,True,True,18.27,15.19,9,-9,dont_know,Route_C,False,Route_B,Route_B | Route_C,True,7,5,6,6,6,3,2,5,5,4,3,5,4,3,3,2,2,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P001,experiment,0,OPT,2,heatmap,1,SCN_006_H,heatmap,hard,Route_C,Route_C,True,Route_C,True,True,26.03,33.22,8,-5,dont_know,Route_A | Route_C,False,Route_B,Route_A | Route_B,True,7,5,6,6,6,3,2,5,5,4,3,5,4,3,3,2,2,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P001,experiment,0,OPT,2,heatmap,2,SCN_004_H,heatmap,easy,Route_C,Route_B,False,Route_C,False,True,32.59,10.36,9,-9,dont_know,Route_A | Route_B,False,Route_A,Route_A,True,7,5,6,6,6,3,2,5,5,4,3,5,4,3,3,2,2,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P001,experiment,0,OPT,2,heatmap,3,SCN_008_H,heatmap,hard,Route_A,Route_A,True,Route_A,True,True,29.88,19.97,9,-9,Route_B,Route_A,False,dont_know,Route_C,False,7,5,6,6,6,3,2,5,5,4,3,5,4,3,3,2,2,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P001,experiment,0,OPT,2,heatmap,4,SCN_009_H,heatmap,easy,Route_C,Route_C,True,Route_C,True,True,28.03,14.11,8,-8,Route_A,Route_C,False,dont_know,Route_A,False,7,5,6,6,6,3,2,5,5,4,3,5,4,3,3,2,2,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P001,experiment,1,SUB,0,radar,0,SCN_015_R,radar,easy,Route_C,Route_C,True,Route_A,False,False,51.63,24.99,-4,5,dont_know,Route_B,False,Route_C,Route_B,False,-5,-5,-3,-6,-6,6,4,4,6,6,3,5,4,3,3,2,2,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P001,experiment,1,SUB,0,radar,1,SCN_018_R,radar,hard,Route_C,Route_A,False,Route_A,True,False,61.6,15.28,-4,5,Route_A,Route_C,False,dont_know,Route_B,False,-5,-5,-3,-6,-6,6,4,4,6,6,3,5,4,3,3,2,2,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P001,experiment,1,SUB,0,radar,2,SCN_019_R,radar,easy,Route_A,Route_C,False,Route_C,True,False,37.66,34.82,1,6,dont_know,Route_C,False,dont_know,Route_B | Route_C,False,-5,-5,-3,-6,-6,6,4,4,6,6,3,5,4,3,3,2,2,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P001,experiment,1,SUB,0,radar,3,SCN_020_R,radar,hard,Route_B,Route_B,True,Route_C,False,False,30.63,14.04,6,6,Route_C,Route_C,True,Route_C,Route_C,True,-5,-5,-3,-6,-6,6,4,4,6,6,3,5,4,3,3,2,2,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P001,experiment,1,SUB,1,heatmap,0,SCN_005_H,heatmap,easy,Route_C,Route_B,False,Route_C,False,True,15.04,12.09,8,-10,dont_know,Route_A,False,dont_know,Route_B,False,9,8,8,8,9,6,4,4,6,6,3,5,4,3,3,2,2,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P001,experiment,1,SUB,1,heatmap,1,SCN_013_H,heatmap,hard,Route_B,Route_B,True,Route_B,True,True,23.6,11.41,9,-9,Route_B,Route_B,True,dont_know,Route_B | Route_C,False,9,8,8,8,9,6,4,4,6,6,3,5,4,3,3,2,2,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P001,experiment,1,SUB,1,heatmap,2,SCN_011_H,heatmap,easy,Route_B,Route_B,True,Route_B,True,True,13.6,7.73,9,-9,dont_know,Route_A,False,dont_know,Route_B,False,9,8,8,8,9,6,4,4,6,6,3,5,4,3,3,2,2,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P001,experiment,1,SUB,1,heatmap,3,SCN_010_H,heatmap,hard,Route_C,Route_B,False,Route_A,False,False,22.91,11.3,10,-9,dont_know,Route_B,False,dont_know,Route_A | Route_B,False,9,8,8,8,9,6,4,4,6,6,3,5,4,3,3,2,2,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P001,experiment,1,SUB,2,stacked_bars,0,SCN_023_S,stacked_bars,easy,Route_B,Route_A,False,Route_C,False,False,17.05,10.21,8,-9,dont_know,Route_B,False,dont_know,Route_C,False,3,2,3,2,2,6,4,4,6,6,3,5,4,3,3,2,2,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P001,experiment,1,SUB,2,stacked_bars,1,SCN_029_S,stacked_bars,hard,Route_B,Route_A,False,Route_A,True,False,14.64,14.73,9,-9,dont_know,Route_A | Route_C,False,Route_C,Route_C,True,3,2,3,2,2,6,4,4,6,6,3,5,4,3,3,2,2,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P001,experiment,1,SUB,2,stacked_bars,2,SCN_021_S,stacked_bars,easy,Route_C,Route_C,True,Route_B,False,False,16.27,10.74,9,-9,Route_B,Route_B,True,dont_know,Route_A,False,3,2,3,2,2,6,4,4,6,6,3,5,4,3,3,2,2,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P001,experiment,1,SUB,2,stacked_bars,3,SCN_022_S,stacked_bars,hard,Route_A,Route_A,True,Route_A,True,True,20.88,12.98,4,-5,dont_know,Route_A,False,Route_C,Route_A,False,3,2,3,2,2,6,4,4,6,6,3,5,4,3,3,2,2,model_A_M0,2,3,1,ג,24,female,Hebrew,bachelor,מדעי המחשב / הנדסה / דאטה,5,6,6
P002,practice,,,,,0,SCN_001_S,stacked_bars,easy,Route_A,Route_A,True,Route_A,True,True,77.6,63.91,9,-5,dont_know,Route_C,False,dont_know,Route_A,False,,,,,,,,,,,,,,,,,,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P002,practice,,,,,1,SCN_031_S,stacked_bars,easy,Route_A,Route_A,True,Route_A,True,True,61.19,27.96,9,-5,Route_A,Route_A | Route_B,True,Route_C,Route_B,False,,,,,,,,,,,,,,,,,,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P002,practice,,,,,2,SCN_002_R,radar,easy,Route_A,Route_A,True,Route_C,False,False,90.43,47.02,6,-3,Route_B,Route_C,False,dont_know,Route_B,False,,,,,,,,,,,,,,,,,,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P002,practice,,,,,3,SCN_032_R,radar,easy,Route_B,Route_B,True,Route_B,True,True,64.28,31.87,6,-5,Route_B,Route_A,False,Route_C,Route_C,True,,,,,,,,,,,,,,,,,,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P002,practice,,,,,4,SCN_003_H,heatmap,easy,Route_B,Route_B,True,Route_B,True,True,62.1,68.89,8,-6,Route_B,Route_B,True,dont_know,Route_A,False,,,,,,,,,,,,,,,,,,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P002,practice,,,,,5,SCN_033_H,heatmap,easy,Route_C,Route_C,True,Route_C,True,True,50.79,17.49,9,-8,Route_C,Route_B,False,dont_know,Route_A,False,,,,,,,,,,,,,,,,,,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P002,experiment,0,SUB,0,heatmap,0,SCN_005_H,heatmap,easy,Route_C,Route_C,True,Route_C,True,True,100.04,14.73,8,-7,dont_know,Route_A,False,dont_know,Route_B,False,0,0,0,0,0,1,1,1,2,2,4,4,4,4,4,4,1,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P002,experiment,0,SUB,0,heatmap,1,SCN_010_H,heatmap,hard,Route_C,Route_B,False,Route_B,True,False,74.88,14.45,7,-8,dont_know,Route_B,False,dont_know,Route_A | Route_B,False,0,0,0,0,0,1,1,1,2,2,4,4,4,4,4,4,1,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P002,experiment,0,SUB,0,heatmap,2,SCN_011_H,heatmap,easy,Route_B,Route_A,False,Route_A,True,False,86.58,14.21,8,-8,Route_C,Route_A,False,Route_C,Route_B,False,0,0,0,0,0,1,1,1,2,2,4,4,4,4,4,4,1,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P002,experiment,0,SUB,0,heatmap,3,SCN_013_H,heatmap,hard,Route_B,Route_B,True,Route_B,True,True,44.12,34.63,8,-8,Route_B,Route_B,True,Route_B,Route_B | Route_C,True,0,0,0,0,0,1,1,1,2,2,4,4,4,4,4,4,1,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P002,experiment,0,SUB,1,stacked_bars,0,SCN_023_S,stacked_bars,easy,Route_B,Route_B,True,Route_B,True,True,56.38,18.04,9,-8,dont_know,Route_B,False,dont_know,Route_C,False,8,-1,-4,-5,1,1,1,1,2,2,4,4,4,4,4,4,1,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P002,experiment,0,SUB,1,stacked_bars,1,SCN_022_S,stacked_bars,hard,Route_A,Route_A,True,Route_A,True,True,50.15,14.18,9,-8,dont_know,Route_A,False,Route_B,Route_A,False,8,-1,-4,-5,1,1,1,1,2,2,4,4,4,4,4,4,1,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P002,experiment,0,SUB,1,stacked_bars,2,SCN_021_S,stacked_bars,easy,Route_C,Route_B,False,Route_A,False,False,53.23,23.7,8,-8,Route_A,Route_B,False,Route_B,Route_A,False,8,-1,-4,-5,1,1,1,1,2,2,4,4,4,4,4,4,1,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P002,experiment,0,SUB,1,stacked_bars,3,SCN_029_S,stacked_bars,hard,Route_B,Route_A,False,Route_A,True,False,71.57,13.31,9,-8,dont_know,Route_A | Route_C,False,dont_know,Route_C,False,8,-1,-4,-5,1,1,1,1,2,2,4,4,4,4,4,4,1,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P002,experiment,0,SUB,2,radar,0,SCN_015_R,radar,easy,Route_C,Route_C,True,Route_C,True,True,72.6,28.25,8,-1,dont_know,Route_B,False,dont_know,Route_B,False,-3,-2,-2,-1,6,1,1,1,2,2,4,4,4,4,4,4,1,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P002,experiment,0,SUB,2,radar,1,SCN_018_R,radar,hard,Route_C,Route_C,True,Route_C,True,True,43.65,23.17,8,-3,Route_C,Route_C,True,dont_know,Route_B,False,-3,-2,-2,-1,6,1,1,1,2,2,4,4,4,4,4,4,1,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P002,experiment,0,SUB,2,radar,2,SCN_019_R,radar,easy,Route_A,Route_C,False,Route_A,False,True,59.7,12.82,4,-2,dont_know,Route_C,False,dont_know,Route_B | Route_C,False,-3,-2,-2,-1,6,1,1,1,2,2,4,4,4,4,4,4,1,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P002,experiment,0,SUB,2,radar,3,SCN_020_R,radar,hard,Route_B,Route_C,False,Route_A,False,False,119.51,13.98,5,-4,dont_know,Route_C,False,dont_know,Route_C,False,-3,-2,-2,-1,6,1,1,1,2,2,4,4,4,4,4,4,1,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P002,experiment,1,OPT,0,radar,0,SCN_025_R,radar,easy,Route_A,Route_A,True,Route_A,True,True,71.68,16.96,9,-2,dont_know,Route_C,False,dont_know,Route_C,False,0,0,0,0,6,1,1,1,1,2,4,4,4,4,4,4,1,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P002,experiment,1,OPT,0,radar,1,SCN_012_R,radar,hard,Route_B,Route_B,True,Route_C,False,False,79.5,22.98,5,-2,Route_C,Route_A | Route_B,False,dont_know,Route_A,False,0,0,0,0,6,1,1,1,1,2,4,4,4,4,4,4,1,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P002,experiment,1,OPT,0,radar,2,SCN_014_R,radar,easy,Route_A,Route_A,True,Route_A,True,True,81.64,18.43,7,-2,dont_know,Route_B,False,Route_A,Route_A,True,0,0,0,0,6,1,1,1,1,2,4,4,4,4,4,4,1,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P002,experiment,1,OPT,0,radar,3,SCN_016_R,radar,hard,Route_B,Route_C,False,Route_B,False,True,92.71,11.48,6,-2,dont_know,Route_B | Route_C,False,Route_B,Route_A,False,0,0,0,0,6,1,1,1,1,2,4,4,4,4,4,4,1,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P002,experiment,1,OPT,0,radar,4,SCN_017_R,radar,easy,Route_B,Route_B,True,Route_C,False,False,42.79,11.12,6,-3,dont_know,Route_A,False,dont_know,Route_A | Route_B,False,0,0,0,0,6,1,1,1,1,2,4,4,4,4,4,4,1,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P002,experiment,1,OPT,1,heatmap,0,SCN_007_H,heatmap,easy,Route_B,Route_B,True,Route_B,True,True,64.25,18.89,4,-2,dont_know,Route_C,False,Route_C,Route_B | Route_C,True,0,-1,0,-1,7,1,1,1,1,2,4,4,4,4,4,4,1,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P002,experiment,1,OPT,1,heatmap,1,SCN_006_H,heatmap,hard,Route_C,Route_A,False,Route_C,False,True,97.53,11.78,5,-2,dont_know,Route_A | Route_C,False,Route_C,Route_A | Route_B,False,0,-1,0,-1,7,1,1,1,1,2,4,4,4,4,4,4,1,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P002,experiment,1,OPT,1,heatmap,2,SCN_004_H,heatmap,easy,Route_C,Route_C,True,Route_C,True,True,76.2,7.24,0,0,dont_know,Route_A | Route_B,False,Route_C,Route_A,False,0,-1,0,-1,7,1,1,1,1,2,4,4,4,4,4,4,1,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P002,experiment,1,OPT,1,heatmap,3,SCN_008_H,heatmap,hard,Route_A,Route_A,True,Route_A,True,True,59.11,19.19,6,-2,Route_B,Route_A,False,dont_know,Route_C,False,0,-1,0,-1,7,1,1,1,1,2,4,4,4,4,4,4,1,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P002,experiment,1,OPT,1,heatmap,4,SCN_009_H,heatmap,easy,Route_C,Route_C,True,Route_C,True,True,56.61,13.98,6,-2,Route_C,Route_C,True,dont_know,Route_A,False,0,-1,0,-1,7,1,1,1,1,2,4,4,4,4,4,4,1,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P002,experiment,1,OPT,2,stacked_bars,0,SCN_024_S,stacked_bars,hard,Route_C,Route_C,True,Route_C,True,True,55.78,23.51,4,-2,Route_A,Route_B,False,Route_C,Route_A | Route_B,False,0,0,0,0,7,1,1,1,1,2,4,4,4,4,4,4,1,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P002,experiment,1,OPT,2,stacked_bars,1,SCN_027_S,stacked_bars,easy,Route_C,Route_C,True,Route_C,True,True,64.45,17.67,0,0,dont_know,Route_C,False,dont_know,Route_B,False,0,0,0,0,7,1,1,1,1,2,4,4,4,4,4,4,1,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P002,experiment,1,OPT,2,stacked_bars,2,SCN_026_S,stacked_bars,hard,Route_B,Route_B,True,Route_A,False,False,59.56,17.34,5,-2,dont_know,Route_B,False,Route_B,Route_C,False,0,0,0,0,7,1,1,1,1,2,4,4,4,4,4,4,1,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P002,experiment,1,OPT,2,stacked_bars,3,SCN_030_S,stacked_bars,easy,Route_C,Route_C,True,Route_C,True,True,74.61,17.27,7,-1,dont_know,Route_B | Route_C,False,dont_know,Route_B | Route_C,False,0,0,0,0,7,1,1,1,1,2,4,4,4,4,4,4,1,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P002,experiment,1,OPT,2,stacked_bars,4,SCN_028_S,stacked_bars,hard,Route_A,Route_B,False,Route_B,True,False,47.73,16.19,4,-1,dont_know,Route_A | Route_C,False,Route_C,Route_A,False,0,0,0,0,7,1,1,1,1,2,4,4,4,4,4,4,1,model_A_M0,1,3,2,ג,57,female,Hebrew,תעודה / קורסים,אחר,6,4,2
P003,practice,,,,,0,SCN_001_S,stacked_bars,easy,Route_A,Route_A,True,Route_A,True,True,57.84,61.7,10,0,Route_A,Route_C,False,dont_know,Route_A,False,,,,,,,,,,,,,,,,,,model_A_M0,2,3,1,ג,55,female,Hebrew,master,מדעי החברה / חינוך / פסיכולוגיה,6,4,2
P003,practice,,,,,1,SCN_031_S,stacked_bars,easy,Route_A,Route_A,True,Route_B,False,False,58.74,23.68,5,4,Route_B,Route_A | Route_B,True,dont_know,Route_B,False,,,,,,,,,,,,,,,,,,model_A_M0,2,3,1,ג,55,female,Hebrew,master,מדעי החברה / חינוך / פסיכולוגיה,6,4,2
P003,practice,,,,,2,SCN_002_R,radar,easy,Route_A,Route_A,True,Route_A,True,True,79.81,22.7,2,9,dont_know,Route_C,False,dont_know,Route_B,False,,,,,,,,,,,,,,,,,,model_A_M0,2,3,1,ג,55,female,Hebrew,master,מדעי החברה / חינוך / פסיכולוגיה,6,4,2
P003,practice,,,,,3,SCN_032_R,radar,easy,Route_B,Route_B,True,Route_B,True,True,63.41,23.14,0,9,Route_B,Route_A,False,dont_know,Route_C,False,,,,,,,,,,,,,,,,,,model_A_M0,2,3,1,ג,55,female,Hebrew,master,מדעי החברה / חינוך / פסיכולוגיה,6,4,2
P003,practice,,,,,4,SCN_003_H,heatmap,easy,Route_B,Route_B,True,Route_B,True,True,44.08,23.41,5,4,dont_know,Route_B,False,dont_know,Route_A,False,,,,,,,,,,,,,,,,,,model_A_M0,2,3,1,ג,55,female,Hebrew,master,מדעי החברה / חינוך / פסיכולוגיה,6,4,2
P003,practice,,,,,5,SCN_033_H,heatmap,easy,Route_C,Route_C,True,Route_B,False,False,44.3,22.1,7,3,dont_know,Route_B,False,dont_know,Route_A,False,,,,,,,,,,,,,,,,,,model_A_M0,2,3,1,ג,55,female,Hebrew,master,מדעי החברה / חינוך / פסיכולוגיה,6,4,2
P003,experiment,0,OPT,0,heatmap,0,SCN_009_H,heatmap,easy,Route_C,Route_C,True,Route_C,True,True,18.05,15.41,8,0,Route_C,Route_C,True,dont_know,Route_A,False,2,-2,0,0,0,5,3,2,5,2,4,4,4,4,3,3,3,model_A_M0,2,3,1,ג,55,female,Hebrew,master,מדעי החברה / חינוך / פסיכולוגיה,6,4,2
P003,experiment,0,OPT,0,heatmap,1,SCN_008_H,heatmap,hard,Route_A,Route_A,True,Route_A,True,True,20.41,22.89,7,0,Route_B,Route_A,False,dont_know,Route_C,False,2,-2,0,0,0,5,3,2,5,2,4,4,4,4,3,3,3,model_A_M0,2,3,1,ג,55,female,Hebrew,master,מדעי החברה / חינוך / פסיכולוגיה,6,4,2
P003,experiment,0,OPT,0,heatmap,2,SCN_004_H,heatmap,easy,Route_C,Route_C,True,Route_C,True,True,49.86,16.51,7,2,dont_know,Route_A | Route_B,False,dont_know,Route_A,False,2,-2,0,0,0,5,3,2,5,2,4,4,4,4,3,3,3,model_A_M0,2,3,1,ג,55,female,Hebrew,master,מדעי החברה / חינוך / פסיכולוגיה,6,4,2
