Participant_ID	סדר_מודלים	סדר_תנאים	תרגול_R1_Scenario_ID	תרגול_R1_קושי	תרגול_R2_Scenario_ID	תרגול_R2_קושי	תרגול_R3_Scenario_ID	תרגול_R3_קושי	תרגול_R4_Scenario_ID	תרגול_R4_קושי	תרגול_R5_Scenario_ID	תרגול_R5_קושי	תרגול_R6_Scenario_ID	תרגול_R6_קושי	מודל_1_סוג_מודל	מודל_1_סדר_ויזואליזציות	מודל_1_VIS1_ויזואליזציה	מודל_1_VIS1_R1_Scenario_ID	מודל_1_VIS1_R1_קושי	מודל_1_VIS1_R2_Scenario_ID	מודל_1_VIS1_R2_קושי	מודל_1_VIS1_R3_Scenario_ID	מודל_1_VIS1_R3_קושי	מודל_1_VIS1_R4_Scenario_ID	מודל_1_VIS1_R4_קושי	מודל_1_VIS1_R5_Scenario_ID	מודל_1_VIS1_R5_קושי	מודל_1_VIS2_ויזואליזציה	מודל_1_VIS2_R1_Scenario_ID	מודל_1_VIS2_R1_קושי	מודל_1_VIS2_R2_Scenario_ID	מודל_1_VIS2_R2_קושי	מודל_1_VIS2_R3_Scenario_ID	מודל_1_VIS2_R3_קושי	מודל_1_VIS2_R4_Scenario_ID	מודל_1_VIS2_R4_קושי	מודל_1_VIS2_R5_Scenario_ID	מודל_1_VIS2_R5_קושי	מודל_1_VIS3_ויזואליזציה	מודל_1_VIS3_R1_Scenario_ID	מודל_1_VIS3_R1_קושי	מודל_1_VIS3_R2_Scenario_ID	מודל_1_VIS3_R2_קושי	מודל_1_VIS3_R3_Scenario_ID	מודל_1_VIS3_R3_קושי	מודל_1_VIS3_R4_Scenario_ID	מודל_1_VIS3_R4_קושי	מודל_1_VIS3_R5_Scenario_ID	מודל_1_VIS3_R5_קושי	מודל_2_סוג_מודל	מודל_2_סדר_ויזואליזציות	מודל_2_VIS1_ויזואליזציה	מודל_2_VIS1_R1_Scenario_ID	מודל_2_VIS1_R1_קושי	מודל_2_VIS1_R2_Scenario_ID	מודל_2_VIS1_R2_קושי	מודל_2_VIS1_R3_Scenario_ID	מודל_2_VIS1_R3_קושי	מודל_2_VIS1_R4_Scenario_ID	מודל_2_VIS1_R4_קושי	מודל_2_VIS1_R5_Scenario_ID	מודל_2_VIS1_R5_קושי	מודל_2_VIS2_ויזואליזציה	מודל_2_VIS2_R1_Scenario_ID	מודל_2_VIS2_R1_קושי	מודל_2_VIS2_R2_Scenario_ID	מודל_2_VIS2_R2_קושי	מודל_2_VIS2_R3_Scenario_ID	מודל_2_VIS2_R3_קושי	מודל_2_VIS2_R4_Scenario_ID	מודל_2_VIS2_R4_קושי	מודל_2_VIS2_R5_Scenario_ID	מודל_2_VIS2_R5_קושי	מודל_2_VIS3_ויזואליזציה	מודל_2_VIS3_R1_Scenario_ID	מודל_2_VIS3_R1_קושי	מודל_2_VIS3_R2_Scenario_ID	מודל_2_VIS3_R2_קושי	מודל_2_VIS3_R3_Scenario_ID	מודל_2_VIS3_R3_קושי	מודל_2_VIS3_R4_Scenario_ID	מודל_2_VIS3_R4_קושי	מודל_2_VIS3_R5_Scenario_ID	מודל_2_VIS3_R5_קושי
P001	תת-אופטימלי ← אופטימלי	עמודות נערמות ← רדאר ← מפת חום	SCN_001_S	E	SCN_031_S	E	SCN_002_R	E	SCN_032_R	E	SCN_003_H	E	SCN_033_H	E	SUB	עמודות נערמות ← רדאר ← מפת חום	עמודות נערמות	SCN_021_S	E	SCN_022_S	H	SCN_023_S	E	SCN_029_S	H			רדאר	SCN_015_R	E	SCN_018_R	H	SCN_019_R	E	SCN_020_R	H			מפת חום	SCN_005_H	E	SCN_010_H	H	SCN_011_H	E	SCN_013_H	H			OPT	עמודות נערמות ← רדאר ← מפת חום	עמודות נערמות	SCN_024_S	H	SCN_027_S	E	SCN_026_S	H	SCN_030_S	E	SCN_028_S	H	רדאר	SCN_014_R	E	SCN_012_R	H	SCN_017_R	E	SCN_016_R	H	SCN_025_R	E	מפת חום	SCN_004_H	E	SCN_006_H	H	SCN_007_H	E	SCN_008_H	H	SCN_009_H	E
P002	אופטימלי ← תת-אופטימלי	רדאר ← מפת חום ← עמודות נערמות	SCN_001_S	E	SCN_031_S	E	SCN_002_R	E	SCN_032_R	E	SCN_003_H	E	SCN_033_H	E	OPT	רדאר ← מפת חום ← עמודות נערמות	רדאר	SCN_014_R	E	SCN_012_R	H	SCN_017_R	E	SCN_016_R	H	SCN_025_R	E	מפת חום	SCN_004_H	E	SCN_006_H	H	SCN_007_H	E	SCN_008_H	H	SCN_009_H	E	עמודות נערמות	SCN_024_S	H	SCN_027_S	E	SCN_026_S	H	SCN_030_S	E	SCN_028_S	H	SUB	רדאר ← מפת חום ← עמודות נערמות	רדאר	SCN_015_R	E	SCN_018_R	H	SCN_019_R	E	SCN_020_R	H			מפת חום	SCN_005_H	E	SCN_010_H	H	SCN_011_H	E	SCN_013_H	H			עמודות נערמות	SCN_021_S	E	SCN_022_S	H	SCN_023_S	E	SCN_029_S	H
